Alder Flycatcher,,,,,,,,,,,,,,,,,
American Crow,1,,1,1,1,,4,2,,,1,1,1,,2,1,
American Goldfinch,2,1,2,,,,1,,,,,,2,,1,1,
American Kestrel,,,,,,,,,,,,,,,,,
American Redstart,1,,,,,,,,,,,1,1,,1,1,1
American Robin,1,,1,,2,1,4,2,1,1,2,,,,,,3
American White Pelican,,,,,,,,,,,,,,,,,
Bald Eagle,,,,,,,,,,,,,,,,,
Baltimore oriole,,,1,,,,1,1,,,,2,,,,,1
Barn Swallow,,,,,,,,,,,,,,,,,
Bay-breasted Warbler,,,,,,,,,,,,,,,,,
Belted Kingfisher,,,,,,,,,,,,,,,,,
Black Tern,,,,,,,,,,,,,,,,,
Black-and-white Warbler,,,,,,,,,,,,,,,,,1
Blackburnian Warbler,,,,,,,,,,,,,,,,,
Black-capped Chickadee,,1,,,1,1,,,1,1,1,,,2,,,1
Blackpoll Warbler,,,,,,,,,,,,,,,,,
Black-throated Green Warbler,,,,,,,,,,,,,,,,,
Blue Jay,,1,,3,,,,,,,,,1,,,,
Blue-gray Gnatcatcher,,,,,,,1,,,1,1,,,2,,,1
Blue-headed [solitary] Vireo,,,,,,,,,,,,,,,,,
Blue-winged Teal,,,,,,,,,,,,,,,,,
Blue-winged Warbler,,,,,,,,,,,,,,1,,,
Bobolink,,,,,,,,,,,,,,,,,
Broad-winged Hawk,,,,,,,,,,,,,,,,,
Brown Thrasher,,,,,,,,,,,,,,,,,
Brown-headed Cowbird,,1,4,1,,,,,,,,,1,,1,,4
Canada Goose,,,,,1,,,,,,,,1,,1,,2
Canada Warbler,,,,,,,,,,,,,,,,,
Cape May Warbler,,,,,,,,,,,,,,,,,
Caspian tern,,,,,,,,,,,,,,,,,
Cedar Waxwing,,,,,,,,,,,,,,,,,
Chestnut-sided Warbler,,,,,,,,,,,,,,,,,
Chimney Swift,,,,,,,,,,,,,,,,,
Chipping Sparrow,,,,,1,,,,,,,,,,,,
Clay-colored Sparrow,,,,2,1,,,,1,1,,,,,,,
Cliff Swallow,,,,,,,,,,,,,,,,,
Common Grackle,,,,,,,,,,,,,,,,,
Common Yellowthroat,1,1,1,,2,,2,2,1,,,,,,,1,1
